name,source,source_book,best_candidate,similarity
Aspect of the Platinum Dragon,dragon-magic,Dragon Magic,aspect of the deity,0.625
Burst of Glacial Wrath,dragon-magic,Dragon Magic,curse of ill fortune,0.571
Call of the Twilight Defender,dragon-magic,Dragon Magic,scales of the lizard,0.571
Channel the Dragon,dragon-magic,Dragon Magic,voice of the dragon,0.703
Curse of the Elemental Lords,dragon-magic,Dragon Magic,storm of elemental fury,0.627
Detect Dragonblood,dragon-magic,Dragon Magic,detect good,0.759
Dragoneye Rune,dragon-magic,Dragon Magic,dragon cloud,0.615
"Dragonshape, Least",dragon-magic,Dragon Magic,dragon breath,0.645
"Dragonshape, Lesser",dragon-magic,Dragon Magic,"draconic ally, lesser",0.7
Eyes of the Oracle,dragon-magic,Dragon Magic,eyes of the avoral,0.889
Ferocity of Sanguine Rage,dragon-magic,Dragon Magic,word of changing,0.537
Firestride Exhalation,dragon-magic,Dragon Magic,restoration,0.625
Form of the Desert Hunter,dragon-magic,Dragon Magic,mark of the hunter,0.698
Glorious Master of the Elements,dragon-magic,Dragon Magic,glorious raiment,0.596
Haze of Smoldering Stone,dragon-magic,Dragon Magic,hail of stone,0.595
Hoard Gullet,dragon-magic,Dragon Magic,ghoul gauntlet,0.615
Justice of the Wyrm King,dragon-magic,Dragon Magic,bite of the king,0.7
Kiss of Draconic Defiance,dragon-magic,Dragon Magic,sword of conscience,0.591
Lord of the Sky,dragon-magic,Dragon Magic,body of the sun,0.733
Magic of the Dragonheart,dragon-magic,Dragon Magic,voice of the dragon,0.744
Mark of the Enlightened Soul,dragon-magic,Dragon Magic,mark of the hunter,0.652
Mind of the Labyrinth,dragon-magic,Dragon Magic,find the path,0.647
Passage of the Shifting Sands,dragon-magic,Dragon Magic,visage of the deity,0.583
Path of Frost,dragon-magic,Dragon Magic,ray of frost,0.8
Primal Hunter,dragon-magic,Dragon Magic,prismatic sphere,0.621
Primal Instinct,dragon-magic,Dragon Magic,corporeal instability,0.611
Primal Senses,dragon-magic,Dragon Magic,animal messenger,0.621
Primal Speed,dragon-magic,Dragon Magic,prismatic sphere,0.714
Rot of Ages,dragon-magic,Dragon Magic,crown of flame,0.64
Soul of Anarchy,dragon-magic,Dragon Magic,symbol of fear,0.621
Soul of Light,dragon-magic,Dragon Magic,tomb of light,0.769
Soul of Order,dragon-magic,Dragon Magic,song of discord,0.643
Soul of Shadow,dragon-magic,Dragon Magic,path of shadow,0.714
Touch of the Blackened Soul,dragon-magic,Dragon Magic,touch of madness,0.605
Trance of the Verdant Domain,dragon-magic,Dragon Magic,dance of the unicorn,0.583
Undying Vigor of the Dragonlords,dragon-magic,Dragon Magic,flight of the dragon,0.615
Vision of the Omniscient Eye,dragon-magic,Dragon Magic,vision of heaven,0.636
Wingblast,dragon-magic,Dragon Magic,bewitching blast,0.72
Wreath of Flames,dragon-magic,Dragon Magic,blast of flame,0.733
Banish Dragonmark,dragonmarked,Dragonmarked,antidragon aura,0.688
Cursed Dragonmark,dragonmarked,Dragonmarked,cursed blade,0.552
Dancing Dragonmark,dragonmarked,Dragonmarked,antidragon aura,0.667
Dragonblood Beast,dragonmarked,Dragonmarked,dragon breath,0.733
Dragonmark Demesne,dragonmarked,Dragonmarked,animal messenger,0.588
Dragonmark Shield,dragonmarked,Dragonmarked,urban shield,0.69
Dragonmark Symbol,dragonmarked,Dragonmarked,darkbolt,0.56
Dragonmark Whip,dragonmarked,Dragonmarked,dragonskin,0.64
"Dragonmark Whip, Greater",dragonmarked,Dragonmarked,"planar shift, greater",0.711
Dragonmarked Weapon,dragonmarked,Dragonmarked,align weapon,0.645
"Dragonmarked Weapon, Greater",dragonmarked,Dragonmarked,"magic weapon, greater",0.735
Entangling Dragonmark,dragonmarked,Dragonmarked,entangling scarf,0.703
Fortify Dragonmark,dragonmarked,Dragonmarked,fortify familiar,0.706
Ignite Dragonmark,dragonmarked,Dragonmarked,flight of the dragon,0.595
Mark of the Wild,dragonmarked,Dragonmarked,lay of the land,0.71
Marked Pulse,dragonmarked,Dragonmarked,make whole,0.636
Mask Aberrant Dragonmark,dragonmarked,Dragonmarked,antidragon aura,0.564
Ray of Retaliation,dragonmarked,Dragonmarked,ray of exhaustion,0.743
Spell Haven,dragonmarked,Dragonmarked,sacred haven,0.696
Summon Marked Homunculus,dragonmarked,Dragonmarked,summon bearded devil,0.591
Taunt Dragon,dragonmarked,Dragonmarked,antidragon aura,0.667
Abate Dracorage,dragons-of-faerun,Dragons of Faerun,animate rope,0.593
Aggravate Dracorage,dragons-of-faerun,Dragons of Faerun,repair moderate damage,0.537
"Antidragon Aura, Greater",dragons-of-faerun,Dragons of Faerun,antidragon aura,0.769
Blunt Natural Weapons,dragons-of-faerun,Dragons of Faerun,spectral weapon,0.611
Chromatic Ray,dragons-of-faerun,Dragons of Faerun,prismatic ray,0.769
Compel Breath,dragons-of-faerun,Dragons of Faerun,animate breath,0.667
Cone of Euphoria,dragons-of-faerun,Dragons of Faerun,cone of cold,0.643
Diminish Breath Weapon,dragons-of-faerun,Dragons of Faerun,suppress breath weapon,0.682
Dragon Blight,dragons-of-faerun,Dragons of Faerun,dragonsight,0.833
Dragonblood Affinity,dragons-of-faerun,Dragons of Faerun,dragon cloud,0.562
Dragonblood Spell-pact,dragons-of-faerun,Dragons of Faerun,dragon breath,0.571
Dragoncall,dragons-of-faerun,Dragons of Faerun,draconic ally,0.783
Gaze Screen,dragons-of-faerun,Dragons of Faerun,screen,0.706
Gem Tracer,dragons-of-faerun,Dragons of Faerun,golem strike,0.636
Icy Claw,dragons-of-faerun,Dragons of Faerun,ice blast,0.588
Light of Xymor,dragons-of-faerun,Dragons of Faerun,light of venya,0.714
Pacification,dragons-of-faerun,Dragons of Faerun,affliction,0.727
Pebble Wind,dragons-of-faerun,Dragons of Faerun,feeblemind,0.667
Platinum Ray,dragons-of-faerun,Dragons of Faerun,polar ray,0.667
Revelation,dragons-of-faerun,Dragons of Faerun,elation,0.824
Scattergloom,dragons-of-faerun,Dragons of Faerun,shatter,0.632
Shadow of the Dark Queen,dragons-of-faerun,Dragons of Faerun,shield of the archons,0.622
Spectral Dragon,dragons-of-faerun,Dragons of Faerun,spectral weapon,0.8
Steelsting,dragons-of-faerun,Dragons of Faerun,seeming,0.706
Threesteel,dragons-of-faerun,Dragons of Faerun,tree stride,0.667
Armored Vermin,drow-of-the-underdark,Drow of the Underdark,repel vermin,0.692
Bebilith Blessing,drow-of-the-underdark,Drow of the Underdark,insigna of blessing,0.611
Combat Readiness,drow-of-the-underdark,Drow of the Underdark,etherealness,0.571
Dominate Vermin,drow-of-the-underdark,Drow of the Underdark,dominate person,0.8
Dridershape,drow-of-the-underdark,Drow of the Underdark,tree shape,0.667
Engulfing Terror,drow-of-the-underdark,Drow of the Underdark,aura of terror,0.6
Magical Backlash,drow-of-the-underdark,Drow of the Underdark,ice blast,0.56
Shadow Double,drow-of-the-underdark,Drow of the Underdark,shadow form,0.667
Shadow Shroud,drow-of-the-underdark,Drow of the Underdark,shadow form,0.667
Snuff the Light,drow-of-the-underdark,Drow of the Underdark,lantern light,0.643
Spider Form,drow-of-the-underdark,Drow of the Underdark,spider climb,0.696
"Spider Form, Greater",drow-of-the-underdark,Drow of the Underdark,"heroism, greater",0.722
"Spider Form, Lesser",drow-of-the-underdark,Drow of the Underdark,"vigor, lesser",0.688
Yochlol Blessing,drow-of-the-underdark,Drow of the Underdark,insigna of blessing,0.571
"Construct Energy Ward, Greater",eberron-campaign-setting,Eberron Campaign Setting,"consumptive field, greater",0.607
Control Deathless,eberron-campaign-setting,Eberron Campaign Setting,control weather,0.812
Create Deathless,eberron-campaign-setting,Eberron Campaign Setting,create water,0.714
Create Greater Deathless,eberron-campaign-setting,Eberron Campaign Setting,create greater undead,0.8
Detect Abberation,eberron-campaign-setting,Eberron Campaign Setting,detect aberration,0.941
Detoxify,eberron-campaign-setting,Eberron Campaign Setting,identify,0.75
Feast of Champions,eberron-campaign-setting,Eberron Campaign Setting,cloak of chaos,0.625
Halt Deathless,eberron-campaign-setting,Eberron Campaign Setting,halt undead,0.64
Hardening,eberron-campaign-setting,Eberron Campaign Setting,mending,0.625
Hero?s Blad,eberron-campaign-setting,Eberron Campaign Setting,hideous blow,0.609
Iron Construct,eberron-campaign-setting,Eberron Campaign Setting,zone of truth,0.593
Magecraft,eberron-campaign-setting,Eberron Campaign Setting,magic aura,0.632
Nature's Wrath,eberron-campaign-setting,Eberron Campaign Setting,naturewatch,0.8
Return to Nature,eberron-campaign-setting,Eberron Campaign Setting,end to strife,0.621
Spirit Steed,eberron-campaign-setting,Eberron Campaign Setting,spirit needle,0.8
"Status, Greater",eberron-campaign-setting,Eberron Campaign Setting,"shout, greater",0.759
Stone Construct,eberron-campaign-setting,Eberron Campaign Setting,zone of truth,0.643
Total Repair,eberron-campaign-setting,Eberron Campaign Setting,leonal's roar,0.56
Zone of Natural Purity,eberron-campaign-setting,Eberron Campaign Setting,nature's purity,0.649
Negative Energy Wave*,enemies-and-allies,Enemies and Allies,negative energy aura,0.829
Genesis,epic-level-handbook,Epic Level Handbook,glibness,0.667
Dweomer of Transference,expanded-psionics-handbook,Expanded Psionics Handbook,moment of prescience,0.605
Glossolalia,expanded-psionics-handbook,Expanded Psionics Handbook,soul link,0.5
Mental Pinnacle,expanded-psionics-handbook,Expanded Psionics Handbook,metal skin,0.64
Psychic Turmoil,expanded-psionics-handbook,Expanded Psionics Handbook,easy trail,0.56
"Psychic Turmoil, Greater",expanded-psionics-handbook,Expanded Psionics Handbook,"harmonize, greater",0.667
"Construct Essence, Lesser",faiths-of-eberron,Faiths of Eberron,"confusion, lesser",0.619
"Construct Essence, Mass Lesser",faiths-of-eberron,Faiths of Eberron,"vigor, mass lesser",0.625
Detect Manifest Zone,faiths-of-eberron,Faiths of Eberron,detect poison,0.667
Embrace of Endless Day,faiths-of-eberron,Faiths of Eberron,rain of needles,0.595
Glimpse of Eternity,faiths-of-eberron,Faiths of Eberron,arms of plenty,0.606
Intensify Manifest Zone,faiths-of-eberron,Faiths of Eberron,manifest nightmare,0.537
Summon Warforged Champion,faiths-of-eberron,Faiths of Eberron,summon swarm,0.595
Surelife,faiths-pantheons,Faiths & Pantheons,false life,0.667
Embrace the Dark Chaos,fiendish-codex-i-hordes-of-the-abyss,Fiendish Codex I: Hordes of the Abyss,embrace the wild,0.684
Shun the Dark Chaos,fiendish-codex-i-hordes-of-the-abyss,Fiendish Codex I: Hordes of the Abyss,shield of the archons,0.65
Bind to Hell,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,find the gap,0.583
Denounce,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,demoncall,0.588
Devil's Ego,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,devil sight,0.636
Devil's Eye,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,sniper's eye,0.609
Hellfire,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,hellish horde,0.667
Hellfire Storm,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,fire storm,0.833
Investiture of the Amnizu,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,kiss of the vampire,0.591
Investiture of the Barbed Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.56
Investiture of the Bearded Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,summon bearded devil,0.577
Investiture of the Chain Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.571
Investiture of the Erinyes,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.622
Investiture of the Harvester Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.528
Investiture of the Hellfire Engine,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,bite of the king,0.56
Investiture of the Horned Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.56
Investiture of the Ice Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.596
Investiture of the Malebranche,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,wail of the banshee,0.571
Investiture of the Narzugon,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,voice of the dragon,0.609
Investiture of the Orthon,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,shield of the archons,0.609
Investiture of the Pit Fiend,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,bite of the king,0.591
Investiture of the Spined Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.56
Investiture of the Steel Devil,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,visage of the deity,0.571
Righteous Exile,fiendish-codex-ii-tyrants-of-the-nine-hells,Fiendish Codex II: Tyrants of the Nine Hells,righteous glare,0.733
Crown of Courage,forge-war,The Forge of War,crown of flame,0.733
Devastating Smite,forge-war,The Forge of War,defenestrating sphere,0.632
Explosive Pinecone,forge-war,The Forge of War,explosive runes,0.727
Fracturing Weapon,forge-war,The Forge of War,disrupting weapon,0.706
Holy Fire,forge-war,The Forge of War,holy smite,0.737
Instant of Power,forge-war,The Forge of War,instant search,0.667
Knight Unburdened,forge-war,The Forge of War,halt undead,0.571
Manifest Death,forge-war,The Forge of War,manifest desire,0.759
Manifest Life,forge-war,The Forge of War,manifest desire,0.786
Predator's Cry,forge-war,The Forge of War,sniper's eye,0.538
Protective Interposition,forge-war,The Forge of War,necrotic termination,0.591
Rusting Fog,forge-war,The Forge of War,rusting grasp,0.75
Skunk Scent,forge-war,The Forge of War,scent,0.625
Smite of Sacred Fire,forge-war,The Forge of War,mantle of pure spite,0.6
Soldiers of Sanctity,forge-war,The Forge of War,symbol of insanity,0.684
Stand Firm,forge-war,The Forge of War,shadow form,0.667
Sudden Aegis,forge-war,The Forge of War,demon wings,0.522
Swift Ready,forge-war,The Forge of War,speak with dead,0.615
Unfailing Terrain,forge-war,The Forge of War,hallucinatory terrain,0.579
Aganazzar's Scorcher,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,mage's sword,0.5
Anyspell,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,dispel law,0.556
Armor of Darkness,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,sword of darkness,0.824
Blacklight,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,blight,0.75
Claws of Darkness,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,sword of darkness,0.765
Cloak of Dark Power,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,cloak of hate,0.688
Create Magic Tattoo,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,read magic,0.621
Elminster's Evasion,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,miser's envy,0.645
Fantastic Machine,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,phantasmal thief,0.606
Fire Stride,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,tree stride,0.818
Flashburst,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,sunburst,0.667
Force Missile,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,magic missile,0.692
Gate Seal,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,alter self,0.737
Gembomb,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,permeable form,0.476
Great Shout,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,greater status,0.64
"Anyspell, Greater",forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,"planar ally, greater",0.703
"Fantastic Machine, Greater",forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,"planar exchange, greater",0.68
Grimwald's Graymantle,forgotten-realms-campaign-setting,Forgotten Realms Campaign Setting,faerinaal's hymn,0.541
